metric,n_control,n_rbd,mean_control,mean_control_ci_low,mean_control_ci_high,mean_rbd,mean_rbd_ci_low,mean_rbd_ci_high,mean_diff_control_minus_rbd,mean_diff_ci_low,mean_diff_ci_high,median_control,median_rbd,sd_control,sd_rbd,test,statistic,p_value,effect_size,effect_name,shapiro_control_p,shapiro_rbd_p,stage
spearman_30s_r,15,15,0.25397361068355,0.19321750984803834,0.3204231393899798,0.18862497150461055,0.08437272925329807,0.279957665446191,0.06534863917893946,-0.04941913606476783,0.18812975507557275,0.2339282323903551,0.22199184624344787,0.1304145611627436,0.20409489758648938,welch_t,1.044963712666622,0.30653805165491155,0.38156679813457056,cohen_d,0.24772534002900665,0.051358747385338833,Wake
spearman_30s_r,14,14,0.20416161972082245,-0.002230635850346397,0.41015317036814936,0.1045108035372234,-0.02644393516018208,0.2526088282399415,0.09965081618359904,-0.15069279176412453,0.34146953377299355,0.1378636855190684,0.07371508238191979,0.4050565130780821,0.27478628054725485,welch_t,0.76176525085762,0.45398324801094747,0.2879202015971422,cohen_d,0.25861425796247195,0.19292615871110708,N1
spearman_30s_r,15,15,0.23615959479618806,0.1017427087642753,0.35026778727460933,0.1509436309068191,0.07114236627457243,0.23540613235230462,0.08521596388936897,-0.07490636762339203,0.22734661312991475,0.24487952344432753,0.1411233034320442,0.2565644255387179,0.16916602841271497,welch_t,1.0739472955148273,0.29342217684626026,0.3921501062167584,cohen_d,0.07506326788697074,0.6226966274781546,N2
spearman_30s_r,15,15,0.27515633218716407,0.18698951272384148,0.35929763662070646,0.1530390418901869,0.08605213633876793,0.22394719667129248,0.12211729029697715,0.008461465704953564,0.23110289028746372,0.30494710684464,0.12031190972980468,0.1750537928170929,0.14165704343443625,welch_t,2.1002627761095383,0.04524412309175735,0.7669075327757443,cohen_d,0.9155696315246038,0.6243221185451753,N3
spearman_30s_r,15,15,0.2176978016495833,0.09160835570252587,0.3443127244560336,0.1802888626266679,0.09870039556381517,0.2572923075666328,0.037408939022915394,-0.10981580182857298,0.18771959176246836,0.1685752962272775,0.22630205615280244,0.257415967335731,0.1632047956952701,welch_t,0.47535274074385947,0.6388893538603795,0.1735742792515446,cohen_d,0.8307247499429399,0.0629526941338913,REM
